(((((SPY)))))Thu Oct 29 22:19:12 2009:Kaguya, Argon spied Boss(NPC)
(((((edit)))))Fri Nov 16 18:02:04 2012:Uchiha, hjk ()(CobraT1337) started editing Goukakyuu
(((((edit)))))Fri Nov 16 18:02:05 2012:Uchiha, hjk ()(CobraT1337) started editing Goukakyuu
(((((edit)))))Fri Nov 16 18:02:10 2012:Uchiha, hjk ()(CobraT1337) started editing Goukakyuu
(((((edit)))))Sat Nov 17 18:01:52 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Sat Nov 17 18:01:52 2012: Uchiha, hjk edited Uchiha, hjk's "WaterWalkingMastery" from <i>0.67</i> to <i>10</i>
(((((edit)))))Sun Nov 18 18:00:14 2012:Uchiha, hjk ()(CobraT1337) started editing Goukakyuu
(((((edit)))))Sun Nov 18 18:00:41 2012: Uchiha, hjk(CobraT1337) created <i>/obj/BeginnerFishingRod</i>
(((((edit)))))Sun Nov 18 18:01:47 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Sun Nov 18 18:01:47 2012: Uchiha, hjk edited Uchiha, hjk's "chakra" from <i>9520</i> to <i>0</i>
(((((edit)))))Sun Nov 18 18:01:48 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Sun Nov 18 18:01:48 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Sun Nov 18 18:02:04 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Sun Nov 18 18:02:04 2012: Uchiha, hjk edited Uchiha, hjk's "icon_state" from "beastman" to """"
(((((edit)))))Sun Nov 18 18:02:05 2012: Uchiha, hjk edited Uchiha, hjk's "Bijuu" from "Nibi" to """"
(((((edit)))))Sun Nov 18 18:02:05 2012: Uchiha, hjk edited Uchiha, hjk's "TailState" from <i>2</i> to <i>0</i>
(((((edit)))))Sun Nov 18 18:02:13 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Sun Nov 18 18:02:13 2012: Uchiha, hjk edited Uchiha, hjk's "Bijuu" from "Nibi" to """"
(((((edit)))))Sun Nov 18 18:02:13 2012: Uchiha, hjk edited Uchiha, hjk's "TailState" from <i>2</i> to <i>0</i>
(((((edit)))))Sun Nov 18 18:02:20 2012: Uchiha, hjk(CobraT1337) created <i>/obj/BeginnerFishingRod</i>
(((((edit)))))Sun Nov 18 18:02:21 2012: Uchiha, hjk(CobraT1337) created <i>/obj/BeginnerFishingRod</i>
(((((edit)))))Mon Nov 19 18:00:01 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Mon Nov 19 18:00:02 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Mon Nov 19 18:00:04 2012: Uchiha, hjk(CobraT1337) created <i>/obj/BeginnerFishingRod</i>
(((((edit)))))Mon Nov 19 18:00:20 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Mon Nov 19 18:00:20 2012: Uchiha, hjk edited Uchiha, hjk's "Anbu" from <i>0</i> to <i>1</i>
(((((edit)))))Mon Nov 19 18:00:22 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Mon Nov 19 18:00:22 2012: Uchiha, hjk edited Uchiha, hjk's "Anbu" from <i>1</i> to <i>0</i>
(((((edit)))))Mon Nov 19 18:00:23 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Mon Nov 19 18:00:23 2012: Uchiha, hjk edited Uchiha, hjk's "Anbu" from <i>1</i> to <i>0</i>
(((((edit)))))Mon Nov 19 18:00:24 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Mon Nov 19 18:00:24 2012: Uchiha, hjk edited Uchiha, hjk's "Anbu" from <i>1</i> to <i>0</i>
(((((edit)))))Mon Nov 19 18:00:30 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Mon Nov 19 18:00:30 2012: Uchiha, hjk edited Uchiha, hjk's "Yen" from <i>1000</i> to <i>543200</i>
(((((edit)))))Mon Nov 19 18:00:31 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Mon Nov 19 18:00:31 2012: Uchiha, hjk edited Uchiha, hjk's "Yen" from <i>1000</i> to <i>65431</i>
(((((edit)))))Mon Nov 19 18:00:31 2012: Uchiha, hjk edited Uchiha, hjk's "Yen" from <i>65431</i> to <i>3.88889e+006</i>
(((((edit)))))Mon Nov 19 18:00:32 2012:Uchiha, hjk ()(CobraT1337) started editing Uchiha, hjk ()(CobraT1337)
(((((edit)))))Mon Nov 19 18:00:32 2012: Uchiha, hjk edited Uchiha, hjk's "Magma" from <i>0</i> to <i>1</i>
(((((edit)))))Mon Nov 19 18:00:40 2012: Uchiha, hjk(CobraT1337) created <i>/obj/BoomBox</i>
(((((edit)))))Mon Nov 19 18:00:40 2012: Uchiha, hjk(CobraT1337) created <i>/obj/BoomBox</i>
(((((edit)))))Mon Nov 19 18:00:42 2012: Uchiha, hjk(CobraT1337) created <i>/obj/BoomBox</i>
(((((edit)))))Mon Nov 19 18:00:54 2012: Uchiha, hjk(CobraT1337) created <i>/obj/Flute</i>
(((((edit)))))Mon Nov 19 18:02:02 2012: Uchiha, hjk(CobraT1337) created <i>/obj/Ocarina</i>
(((((edit)))))Mon Nov 19 18:02:03 2012: Uchiha, hjk(CobraT1337) created <i>/obj/Ocarina</i>
(((((edit)))))Mon Nov 19 18:02:05 2012: Uchiha, hjk(CobraT1337) created <i>/obj/Ocarina</i>
(((((edit)))))Thu Nov 22 16:00:48 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Thu Nov 22 16:00:48 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "HandsealsMastery" from <i>0</i> to <i>3</i>
(((((edit)))))Thu Nov 22 16:00:48 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "HandsealSpeed" from <i>0</i> to <i>30</i>
(((((edit)))))Thu Nov 22 16:00:48 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "FireChakra" from <i>0</i> to <i>20</i>
(((((edit)))))Fri Nov 23 16:00:27 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Fri Nov 23 16:00:27 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "HandsealsMastery" from <i>0</i> to <i>3</i>
(((((edit)))))Fri Nov 23 16:00:27 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "HandsealSpeed" from <i>0</i> to <i>30</i>
(((((edit)))))Fri Nov 23 16:00:27 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Fri Nov 23 16:00:27 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "FireChakra" from <i>0</i> to <i>20</i>
(((((edit)))))Fri Nov 23 16:00:27 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "NinSkill" from <i>10</i> to <i>40</i>
(((((edit)))))Fri Nov 23 16:00:55 2012:Hoshigaki, Taku ()(CobraT1337) started editing HeavyRain
(((((edit)))))Sun Nov 25 18:00:33 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Nov 25 18:00:33 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "HandsealsMastery" from <i>0</i> to <i>3</i>
(((((edit)))))Sun Nov 25 18:00:33 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "HandsealSpeed" from <i>0</i> to <i>60</i>
(((((edit)))))Sun Nov 25 18:00:34 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Nov 25 18:00:34 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "HandsealsMastery" from <i>0</i> to <i>3</i>
(((((edit)))))Sun Nov 25 18:00:34 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "HandsealSpeed" from <i>0</i> to <i>60</i>
(((((edit)))))Sun Nov 25 18:00:34 2012:Hoshigaki, Taku ()(CobraT1337) started editing P13
(((((edit)))))Sun Nov 25 18:00:45 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Nov 25 18:00:45 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Nov 25 18:00:45 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Clan" from "Hoshigaki" to "Shiroi"
(((((edit)))))Sun Nov 25 18:00:45 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "SuitonKnowledge" from <i>0</i> to <i>5000</i>
(((((edit)))))Sun Nov 25 18:00:46 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Nov 25 18:00:46 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "SuitonKnowledge" from <i>0</i> to <i>356</i>
(((((edit)))))Sun Nov 25 18:00:46 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "SuitonKnowledge" from <i>356</i> to <i>8461</i>
(((((edit)))))Sun Nov 25 18:00:46 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Clan" from "Hoshigaki" to "Shiroi"
(((((edit)))))Mon Nov 26 18:00:31 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/WEAPONS/Kunai</i>
(((((edit)))))Mon Nov 26 18:00:31 2012:Hoshigaki, Taku ()(CobraT1337) started editing Kunai (1)
(((((edit)))))Mon Nov 26 18:00:31 2012: Hoshigaki, Taku edited Kunai (1)'s "ammount" from <i>1</i> to <i>50</i>
(((((edit)))))Thu Nov 29 18:00:28 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Thu Nov 29 18:00:28 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "blevel" from "D" to ""C""
(((((edit)))))Thu Nov 29 18:00:28 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Thu Nov 29 18:00:28 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Thu Nov 29 18:00:28 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "rank" from "Genin" to "Chuunin"
(((((edit)))))Thu Nov 29 18:00:32 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Thu Nov 29 18:00:32 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "CurrentMission" from "Find Dark Wolf Mane" to "Find Wolf Mane"
(((((edit)))))Fri Nov 30 18:00:01 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Fri Nov 30 18:00:01 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "blevel" from "C" to "B"
(((((edit)))))Fri Nov 30 18:00:01 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Fri Nov 30 18:00:01 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "rank" from "Chuunin" to "Jounin"
(((((edit)))))Fri Nov 30 18:00:01 2012:Hoshigaki, Taku ()(CobraT1337) started editing PeaceNote
(((((edit)))))Fri Nov 30 18:00:01 2012:Hoshigaki, Taku ()(CobraT1337) started editing PeaceNote
(((((edit)))))Fri Nov 30 18:00:24 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/WEAPONS/Kunai</i>
(((((edit)))))Fri Nov 30 18:00:24 2012:Hoshigaki, Taku ()(CobraT1337) started editing Kunai (1)
(((((edit)))))Fri Nov 30 18:00:24 2012: Hoshigaki, Taku edited Kunai (1)'s "ammount" from <i>1</i> to <i>20</i>
(((((edit)))))Fri Nov 30 18:00:24 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Fri Nov 30 18:00:24 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "ChakraEnhance" from <i>0</i> to <i>1</i>
(((((edit)))))Fri Nov 30 18:00:25 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/WEAPONS/Kunai</i>
(((((edit)))))Fri Nov 30 18:00:25 2012:Hoshigaki, Taku ()(CobraT1337) started editing Kunai (1)
(((((edit)))))Fri Nov 30 18:00:25 2012: Hoshigaki, Taku edited Kunai (1)'s "ammount" from <i>1</i> to <i>50</i>
(((((edit)))))Fri Nov 30 18:00:25 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Fri Nov 30 18:00:25 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "ChakraEnhance" from <i>0</i> to <i>1</i>
(((((edit)))))Fri Nov 30 18:00:26 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/WEAPONS/Kunai</i>
(((((edit)))))Fri Nov 30 18:00:26 2012:Hoshigaki, Taku ()(CobraT1337) started editing Kunai (1)
(((((edit)))))Fri Nov 30 18:00:26 2012: Hoshigaki, Taku edited Kunai (1)'s "ammount" from <i>1</i> to <i>50</i>
(((((edit)))))Fri Nov 30 18:00:26 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Fri Nov 30 18:00:26 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "ChakraEnhance" from <i>0</i> to <i>1</i>
(((((edit)))))Fri Nov 30 18:00:27 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Fri Nov 30 18:00:27 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "ChakraEnhance" from <i>0</i> to <i>1</i>
(((((edit)))))Fri Nov 30 18:00:27 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/WEAPONS/Kunai</i>
(((((edit)))))Fri Nov 30 18:00:27 2012:Hoshigaki, Taku ()(CobraT1337) started editing Kunai (1)
(((((edit)))))Fri Nov 30 18:00:27 2012: Hoshigaki, Taku edited Kunai (1)'s "ammount" from <i>1</i> to <i>75</i>
(((((edit)))))Fri Nov 30 18:01:52 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Fri Nov 30 18:01:52 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Clan" from "Shiroi" to "Basic"
(((((edit)))))Fri Nov 30 18:01:52 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Yen" from <i>36000</i> to <i>1e+013</i>
(((((edit)))))Fri Nov 30 18:01:52 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Fri Nov 30 18:01:52 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Village" from "Rain" to "Rock"
(((((edit)))))Fri Nov 30 18:01:52 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/Adjustable_Room</i>
(((((edit)))))Fri Nov 30 18:02:07 2012:Hoshigaki, Taku ()(CobraT1337) started editing Dragon
(((((edit)))))Fri Nov 30 18:02:07 2012: Hoshigaki, Taku edited Dragon's "FireBreathing" from <i>0</i> to <i>1</i>
(((((edit)))))Fri Nov 30 18:02:07 2012:Hoshigaki, Taku ()(CobraT1337) started editing Dragon
(((((edit)))))Fri Nov 30 18:02:07 2012: Hoshigaki, Taku edited Dragon's "FireBreathing" from <i>0</i> to <i>1</i>
(((((edit)))))Fri Nov 30 18:02:07 2012:Hoshigaki, Taku ()(CobraT1337) started editing Dragon
(((((edit)))))Fri Nov 30 18:02:08 2012:Hoshigaki, Taku ()(CobraT1337) started editing Dragon
(((((edit)))))Sat Dec 01 18:00:05 2012:Hoshigaki, Taku ()(CobraT1337) started editing Dragon
(((((edit)))))Sat Dec 01 18:00:16 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/Talon_Puppet_Scroll</i>
(((((edit)))))Sat Dec 01 18:00:17 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/Talon_Puppet_Scroll</i>
(((((edit)))))Sat Dec 01 18:00:17 2012:Hoshigaki, Taku ()(CobraT1337) started editing Talon
(((((edit)))))Sat Dec 01 18:00:18 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/Talon_Puppet_Scroll</i>
(((((edit)))))Sat Dec 01 18:00:19 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sat Dec 01 18:00:19 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "hunger" from <i>100</i> to <i>0</i>
(((((edit)))))Sat Dec 01 18:00:19 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "thirst" from <i>100</i> to <i>0</i>
(((((edit)))))Sat Dec 01 18:00:22 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sat Dec 01 18:00:22 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sat Dec 01 18:00:22 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "ThrowingStrength" from <i></i> to <i>10</i>
(((((edit)))))Sat Dec 01 18:00:26 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/Hawk_Puppet_Scroll</i>
(((((edit)))))Sat Dec 01 18:00:38 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/Clothes/SleevelessShirt</i>
(((((edit)))))Sat Dec 01 18:00:38 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/Clothes/SleevelessShirt</i>
(((((edit)))))Sat Dec 01 18:00:38 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Clothing/Gray_Sleeveless_Shirt</i>
(((((edit)))))Sat Dec 01 18:00:38 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/Poison_Blades_Attachment</i>
(((((edit)))))Sat Dec 01 18:00:38 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/Adjustable_Room_Collapsing</i>
(((((edit)))))Sat Dec 01 18:00:39 2012:Hoshigaki, Taku ()(CobraT1337) started editing Dragon
(((((edit)))))Sat Dec 01 18:00:39 2012: Hoshigaki, Taku edited Dragon's "AdjustableRoomCollapse" from <i>0</i> to <i>1</i>
(((((edit)))))Sat Dec 01 18:00:40 2012:Hoshigaki, Taku ()(CobraT1337) started editing Dragon
(((((edit)))))Sat Dec 01 18:00:48 2012:Hoshigaki, Taku ()(CobraT1337) started editing Talon
(((((edit)))))Sat Dec 01 18:00:48 2012: Hoshigaki, Taku edited Talon's "KunaiProjectile" from <i>0</i> to <i>1</i>
(((((edit)))))Sat Dec 01 18:00:49 2012:Hoshigaki, Taku ()(CobraT1337) started editing Talon
(((((edit)))))Sat Dec 01 18:00:49 2012: Hoshigaki, Taku edited Talon's "KunaiProjectile" from <i>1</i> to <i>0</i>
(((((edit)))))Sat Dec 01 18:00:50 2012:Hoshigaki, Taku ()(CobraT1337) started editing Talon
(((((edit)))))Sat Dec 01 18:00:50 2012: Hoshigaki, Taku edited Talon's "KunaiProjectile" from <i>0</i> to <i>1</i>
(((((edit)))))Sat Dec 01 18:00:52 2012:Hoshigaki, Taku ()(CobraT1337) started editing Talon
(((((edit)))))Sat Dec 01 18:00:52 2012: Hoshigaki, Taku edited Talon's "KunaiProjectile" from <i>0</i> to <i>1</i>
(((((edit)))))Sat Dec 01 18:00:53 2012:Hoshigaki, Taku ()(CobraT1337) started editing Talon
(((((edit)))))Sat Dec 01 18:00:53 2012: Hoshigaki, Taku edited Talon's "KunaiProjectile" from <i>0</i> to <i>1</i>
(((((edit)))))Sat Dec 01 18:00:55 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/Poison_Spread_Beginner</i>
(((((edit)))))Sat Dec 01 18:01:56 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sat Dec 01 18:01:56 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/Kunai_Rapid_Attachment_Beginner</i>
(((((edit)))))Sat Dec 01 18:01:56 2012:Hoshigaki, Taku ()(CobraT1337) started editing Talon
(((((edit)))))Sat Dec 01 18:01:59 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/SmokeScreen_Spread_Beginner</i>
(((((edit)))))Sat Dec 01 18:02:00 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/BuyableThings/Scrolls/SmokeScreen_Spread_Beginner</i>
(((((edit)))))Sat Dec 01 18:02:04 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hawk
(((((edit)))))Sat Dec 01 18:02:04 2012: Hoshigaki, Taku edited Hawk's "SpreadingSmokeScreen" from <i>0</i> to <i>1</i>
(((((edit)))))Sun Dec 02 18:00:34 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Dec 02 18:00:35 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Dec 02 18:00:35 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Trait" from "" to "Speedy"
(((((edit)))))Sun Dec 02 18:00:35 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Dec 02 18:00:35 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Dec 02 18:00:35 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Age" from <i>10</i> to <i>15</i>
(((((edit)))))Sun Dec 02 18:00:35 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Dec 02 18:00:35 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Age" from <i>15</i> to <i>13</i>
(((((edit)))))Sun Dec 02 18:00:35 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Dec 02 18:00:35 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Trait" from "Speedy" to """"
(((((edit)))))Sun Dec 02 18:00:35 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Age" from <i>13</i> to <i>12</i>
(((((edit)))))Sun Dec 02 18:00:35 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "AgeEXP" from <i>7764</i> to <i>26198</i>
(((((edit)))))Sun Dec 02 18:00:35 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Sun Dec 02 18:01:37 2012:Hoshigaki, Taku ()(CobraT1337) started editing Dragon
(((((edit)))))Sun Dec 02 18:01:37 2012: Hoshigaki, Taku edited Dragon's "AdjustableRoom" from <i>1</i> to <i>0</i>
(((((edit)))))Sun Dec 02 18:01:56 2012:Hoshigaki, Taku ()(CobraT1337) started editing Woodland
(((((edit)))))Sun Dec 02 18:01:56 2012:Hoshigaki, Taku ()(CobraT1337) started editing Woodland
(((((edit)))))Sun Dec 02 18:01:57 2012:Hoshigaki, Taku ()(CobraT1337) started editing Woodland
(((((edit)))))Sun Dec 02 18:02:09 2012: Hoshigaki, Taku(CobraT1337) created <i>/obj/MissingStuff/MissionHazard</i>
(((((edit)))))Mon Dec 03 18:00:16 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Mon Dec 03 18:00:16 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "RunningSpeed" from <i>0.2</i> to <i>5</i>
(((((edit)))))Mon Dec 03 18:00:16 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "Acceleration" from <i>0</i> to <i>10</i>
(((((edit)))))Mon Dec 03 18:00:24 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Mon Dec 03 18:00:27 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Mon Dec 03 18:00:27 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "TakingPartInChuunins" from <i>0</i> to <i>1</i>
(((((edit)))))Mon Dec 03 18:00:27 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Mon Dec 03 18:00:27 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "TakingPartInChuunins" from <i>0</i> to <i>1</i>
(((((edit)))))Mon Dec 03 18:00:27 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Mon Dec 03 18:00:27 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "TakingPartInChuunins" from <i>0</i> to <i>1</i>
(((((edit)))))Mon Dec 03 18:00:27 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "TakingPartInChuunins" from <i>1</i> to <i>1</i>
(((((edit)))))Mon Dec 03 18:00:28 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Mon Dec 03 18:00:28 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "TakingPartInChuunins" from <i>0</i> to <i>1</i>
(((((edit)))))Mon Dec 03 18:00:28 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Mon Dec 03 18:00:28 2012: Hoshigaki, Taku edited Hoshigaki, Taku's "TakingPartInChuunins" from <i>0</i> to <i>1</i>
(((((edit)))))Tue Dec 04 18:00:27 2012:Hoshigaki, Taku ()(CobraT1337) started editing Hoshigaki, Taku ()(CobraT1337)
(((((edit)))))Thu Dec 06 18:00:22 2012:Toko ()(CobraT1337) started editing WoodlandBranch
(((((edit)))))Thu Dec 06 18:00:44 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Thu Dec 06 18:00:44 2012: Toko edited Toko's "mangekyouC" from "Itachi" to "sasuke"
(((((edit)))))Thu Dec 06 18:00:44 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Thu Dec 06 18:00:44 2012:Toko ()(CobraT1337) started editing Toko
(((((edit)))))Thu Dec 06 18:00:44 2012:Toko ()(CobraT1337) started editing Toko
(((((edit)))))Thu Dec 06 18:00:45 2012:Toko ()(CobraT1337) started editing Toko ()(CobraT1337)
(((((edit)))))Thu Dec 06 18:00:45 2012: Toko edited Toko's "mangekyouC" from "sasuke" to "itachi"
(((((edit)))))Thu Dec 06 18:00:45 2012:Toko ()(CobraT1337) started editing Toko
(((((edit)))))Fri Dec 07 18:00:02 2012: Toko(CobraT1337) created <i>/obj/WEAPONS/Bow</i>
(((((edit)))))Fri Dec 07 18:00:03 2012: Toko(CobraT1337) created <i>/obj/WEAPONS/Bow</i>
